1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1017,0,0
1018,1017,0,0
1018,1017,0,0
1019,1017,0,0
1019,1017,0,0
1019,1018,0,0
1019,1017,0,0
1018,1017,0,0
1019,1017,0,0
1019,1017,0,0
1019,1017,0,0
1019,1017,0,0
1019,1017,0,0
1019,1017,0,0
1019,1017,0,0
1018,1017,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1016,0,0
1018,1017,0,0
1018,1016,0,0
1018,1016,0,0
1018,1017,0,0
1018,1017,0,0
1018,1017,0,0
1018,1017,0,0
1019,1017,0,0
1019,1017,0,0
1019,1018,0,0
1019,1018,0,0
1019,1018,0,0
1019,1018,0,0
1019,1018,0,0
1019,1018,0,0
1019,1018,0,0
1019,1018,0,0
1019,1018,0,0
1019,1017,0,0
1019,1017,0,0
1019,1018,0,0
1019,1017,0,0
1019,1017,0,0
1018,1017,0,0
1018,1017,0,0
1018,1017,0,0
1018,1017,0,0
1018,1017,0,0
1019,1017,0,0
1019,1017,0,0
1019,1018,0,0
1019,1018,0,0
1019,1018,0,0
1019,1018,0,0
1019,1018,0,0
1019,1018,0,0
1019,1017,0,0
1019,1018,0,0
1019,1017,0,0
1019,1017,0,0
1019,1018,0,0
1019,1018,0,0
1019,1018,0,0
1019,1018,0,0
1020,1018,0,0
1019,1018,0,0
1020,1018,0,0
1020,1018,0,0
1020,1019,0,0
1020,1018,0,0
1020,1018,0,0
1020,1018,0,0
1019,1018,0,0
1019,1018,0,0
1019,1018,0,0
1019,1017,0,0
1019,1017,0,0
1018,1016,0,0
1018,1016,0,0
1018,1015,0,0
1018,1015,0,0
1017,1015,0,0
1017,1015,0,0
1017,1014,0,0
1017,1014,0,0
1017,1014,0,0
1017,1014,0,0
1017,1014,0,0
1017,1013,0,0
1017,1013,0,0
1016,1012,0,0
1016,1012,0,0
1016,1011,0,0
1015,1010,0,0
1015,1010,0,0
1014,1009,0,0
1014,1009,0,0
1014,1008,0,0
1013,1007,0,0
1012,1006,0,0
1012,1005,0,0
1011,1004,0,0
1011,1003,0,0
1010,1003,0,0
1010,1002,0,0
1010,1001,0,0
1010,1002,0,0
1011,1002,0,0
1011,1002,0,0
1011,1002,0,0
1011,1001,0,0
1010,1001,0,0
1010,1001,0,0
1009,1001,0,0
1009,1000,0,0
1009,1000,0,0
1008,999,0,0
1008,998,0,0
1008,998,0,0
1008,998,0,0
1008,998,0,0
1007,997,0,0
1007,996,0,0
1007,996,0,0
1006,997,0,0
1006,997,0,0
1005,997,0,0
1006,996,0,0
1006,994,0,0
1006,996,0,0
1007,996,0,0
1007,997,0,0
1007,997,0,0
1008,998,0,0
1008,999,0,0
1009,1001,0,0
1010,1003,0,0
1011,1003,0,0
1012,1004,0,0
1012,1005,0,0
1012,1006,0,0
1012,1006,0,0
1012,1005,0,0
1011,1004,0,0
1009,1002,0,0
1008,1000,0,0
1007,998,0,0
1006,997,0,0
1005,995,0,0
1004,994,0,0
1004,994,0,0
1004,994,0,0
1003,994,0,0
1003,993,0,0
1003,992,0,0
1002,991,0,0
1000,990,0,0
1001,990,0,0
1001,989,0,0
1000,987,0,0
998,985,0,0
998,985,0,0
998,985,0,0
998,984,0,0
999,984,0,0
998,984,0,0
997,983,0,0
996,981,0,0
996,981,0,0
995,980,0,0
995,979,0,0
995,978,0,0
995,978,0,0
995,979,0,0
996,980,0,0
996,981,0,0
998,983,0,0
999,984,0,0
999,984,0,0
1000,983,0,0
999,983,0,0
998,981,0,0
997,979,0,0
996,976,0,0
994,974,0,0
993,972,0,0
992,971,0,0
991,971,0,0
991,969,0,0
989,965,0,0
987,958,0,0
984,952,0,0
983,950,0,0
981,946,0,0
977,937,0,0
971,928,0,0
964,928,0,0
961,927,0,0
954,919,0,0
936,896,0,0
887,845,0,0
815,733,20,20
776,599,20,20
756,550,20,20
749,536,20,20
756,550,20,20
761,565,20,20
758,565,20,20
755,547,20,20
752,551,20,20
755,574,20,20
757,566,20,20
766,569,20,20
767,559,20,20
750,554,20,20
770,540,20,20
769,551,20,20
776,563,20,20
769,543,20,20
773,566,20,20
773,550,20,20
775,532,20,20
780,534,20,20
772,547,20,20
764,554,20,20
766,564,20,20
776,562,20,20
772,574,20,20
761,540,20,20
757,567,20,20
759,581,20,20
753,571,20,20
765,579,20,20
764,559,20,20
766,567,20,20
772,539,20,20
779,520,20,20
753,555,20,20
756,554,20,20
761,543,20,20
774,542,20,20
769,523,20,20
772,507,20,20
779,509,20,20
774,491,20,20
769,528,20,20
759,532,20,20
761,541,20,20
758,527,20,20
741,544,20,20
714,533,20,20
742,546,20,20
779,536,20,20
769,526,20,20
743,545,20,20
761,544,20,20
754,543,20,20
757,548,20,20
743,543,20,20
747,558,20,20
743,550,20,20
746,553,20,20
739,530,20,20
745,522,20,20
746,551,20,20
767,535,20,20
748,511,20,20
761,512,20,20
764,519,20,20
758,541,20,20
755,528,20,20
756,520,20,20
768,524,20,20
776,520,20,20
763,525,20,20
758,523,20,20
749,514,20,20
749,513,20,20
739,510,20,20
742,518,20,20
744,513,20,20
745,513,20,20
747,507,20,20
733,506,20,20
723,516,20,20
744,528,20,20
750,532,20,20
757,544,20,20
758,504,20,20
761,529,20,20
746,527,20,20
734,493,20,20
739,485,20,20
743,509,20,20
750,441,20,20
751,489,20,20
760,493,20,20
763,503,20,20
753,527,20,20
749,520,20,20
744,523,20,20
766,546,20,20
760,536,20,20
757,529,20,20
756,499,20,20
767,544,20,20
759,520,20,20
777,522,20,20
770,508,20,20
764,498,20,20
766,511,20,20
745,523,20,20
744,588,20,20
747,563,20,20
740,524,20,20
737,510,20,20
748,476,20,20
747,480,20,20
731,507,20,20
740,491,20,20
736,526,20,20
727,527,20,20
746,539,20,20
742,477,20,20
755,512,20,20
754,548,20,20
764,525,20,20
773,520,20,20
758,515,20,20
751,521,20,20
760,567,20,20
749,515,20,20
757,554,20,20
756,533,20,20
751,553,20,20
756,554,20,20
766,559,20,20
762,569,20,20
761,583,20,20
750,546,20,20
752,511,20,20
748,508,20,20
772,506,20,20
764,504,20,20
756,548,20,20
756,499,20,20
750,497,20,20
740,494,20,20
736,453,20,20
748,498,20,20
750,501,20,20
752,523,20,20
756,512,20,20
753,502,20,20
765,491,20,20
784,506,20,20
769,503,20,20
762,519,20,20
767,522,20,20
768,545,20,20
757,545,20,20
763,546,20,20
765,521,20,20
756,514,20,20
771,494,20,20
789,511,20,20
835,506,20,20
891,513,0,150
935,554,0,150
930,507,0,150
941,513,0,150
936,493,0,150
947,518,0,150
944,536,0,150
944,558,0,150
941,555,0,150
952,522,0,150
936,534,0,150
918,554,0,150
889,540,0,150
824,528,20,20
771,540,20,20
755,550,20,20
791,593,20,20
781,542,20,20
785,550,20,20
792,554,20,20
790,553,20,20
776,600,20,20
779,581,20,20
786,588,20,20
796,589,20,20
786,613,20,20
786,596,20,20
793,603,20,20
794,584,20,20
797,586,20,20
811,556,20,20
793,582,20,20
776,580,20,20
780,621,20,20
789,571,20,20
797,568,20,20
816,564,20,20
828,534,20,20
836,579,20,20
858,551,0,150
886,546,0,150
875,517,0,150
844,507,20,20
784,506,20,20
771,511,20,20
775,519,20,20
769,504,20,20
747,502,20,20
745,481,20,20
753,502,20,20
755,471,20,20
760,502,20,20
755,513,20,20
752,504,20,20
748,471,20,20
745,519,20,20
744,522,20,20
738,502,20,20
747,495,20,20
760,558,20,20
764,568,20,20
766,514,20,20
771,535,20,20
774,502,20,20
773,512,20,20
759,504,20,20
751,544,20,20
752,549,20,20
751,561,20,20
754,530,20,20
756,530,20,20
767,566,20,20
753,534,20,20
